product_category,product_name,model_number,description,,,
LOW VOLTAGE PENDANTS,Neptune I,HS371-80,"Blown glass sphere with swirls of color.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
LOW VOLTAGE PENDANTS,Mini-Monty,HS338-81,"Mouth-blown elliptical-shaped Murano glass with millefiore glass fusion and silver flakes.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
LOW VOLTAGE PENDANTS,Cone III,HS351-82,"Mouth-blown cased glass cones.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
LOW VOLTAGE PENDANTS,Finestra,HS446-83,"Slim organically-shaped glass with transparent windows.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
LOW VOLTAGE PENDANTS,Max,HS170-84,"Glass cylinder with unique frit and special iris coating.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
LOW VOLTAGE PENDANTS,Abbey,HS459-85,"Transparent stained glass-style outer glass cylinder with opal inner glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
LOW VOLTAGE PENDANTS,Madeleine,HS268-86,"Colorful frit and iris flute-shaped glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
LOW VOLTAGE PENDANTS,Flow,HS377-87,"Transparent blown glass cone with black or amber strands of colored glass.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
LOW VOLTAGE PENDANTS,Vortex,HS235-88,"Blown elliptical-shaped glass delicately wrapped with bands of colorful glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
LOW VOLTAGE PENDANTS,Gelato,HS271-89,"Mouth-blown sphere of transparent colored glass and stripes of iris.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
LOW VOLTAGE PENDANTS,Ooni,HS171-90,"Italian hand-blown glass sphere encased by hand-placed glass point decoration.  Includes (1) 35 watt low-voltage GY6.35 base Halogen bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
LOW VOLTAGE PENDANTS,Crystal Ball,HS264-91,"Bubbles and blown glass balls.  Includes (1) 10 watt low-voltage G4 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
LOW VOLTAGE PENDANTS,Rocket,HS265-92,"Sleekly styled satin nickel steel shade.  Includes (1) 35 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
LOW VOLTAGE PENDANTS,Hover,HS381-93,"Floating glass disc with bronze or satin nickel plated body.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
LOW VOLTAGE PENDANTS,Fiona,HS590-94,"Modern round fabric shade with glass diffuser.  Includes (2) 35 watt low-voltage GY6.35 base Xenon bi-pin lamps and 6' of fieldcuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
LOW VOLTAGE PENDANTS,Tube 1,HS2931-95,"Borosilicate glass tubes suspended on metal rods.  Overall length of 40"" is field-cuttable for shorter lengths. Please consult factory for custom lengths. Includes (1) 35 watt low-voltage GY6.35 base bi-pin lamp.",,,
LOW VOLTAGE PENDANTS,Tube 2,HS2932-96,"Borosilicate glass tubes suspended on metal rods.  Overal length of 72"" is field-cuttable for shorter lengths. Please consult factory for custom lengths. Includes (2) 35 watt low-voltage GY6.35 base bi-pin lamps.",,,
LOW VOLTAGE PENDANTS,Tube 3,HS2933-97,"Borosilicate glass tubes suspended on metal rods.  Overall length of 104"" is field-cuttable for shorter lengths. Please consult factory for custom lengths. Includes (3) 35 watt low-voltage GY6.35 base bi-pin lamps.",,,
LOW VOLTAGE PENDANTS,Lexum,HS781-98,"Elegance takes form in this hand-carved solid crystal pendant inspired by current trends of asymmetrical facets in home accessories and jewelry.  Includes (1) 20 watt low-voltage GY4 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
LINE VOLTAGE PENDANTS,Amphora,LP844-99,"A simple modern spun-metal shade references industrial lighting of the post-war manufacturing boom of the 1940’s. The smooth lines and rolled edges of the Amphora pendant light from LBL Lighting create a clean, distinctive look in just the right scale for residential or commercial lighting applications.  Includes 6' of field-cuttable black/white cloth cord. Incandescent includes (1) E26 medium base 53 watt A19 lamp; fluorescent includes (1) GX24Q-3 base 32 watt triple tube compact fluorescent lamp. Fluorescent may also be lamped with (1) GX24Q-3 base 26 watt triple tube compact fluorescent lamps (not included). Incandescent version dimmable with a standard incandescent dimmer. 120v or 277v.",,,
LINE VOLTAGE PENDANTS,Dolly Grande,LP882-100,Three slots in this large distinctive metal cylinder reveal an inner layer of brilliant rhinestones creating a jeweled lighting effect that sets the Dolly Grande pendant light by LBL Lighting truly in a class of its own. Contact the Generation Brands Quotes Dept. for custom interior color options on this unique light fixture.  Includes 6' of field-cuttable cord. Rubberized Black includes black cloth cord, Satin Nickel includes clear cord. Includes (1) 18 watt 1400 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.,,
LINE VOLTAGE PENDANTS,Erlen,LP874-101,"Fashion follows function in this hand-blown glass pendant light named for the German chemist who inadvertently created the iconic flask shape for its benefits in laboratory testing. Featuring a reflective solid metal appearance when off, the Erlen pendant light shade becomes partially translucent when illuminated.  Includes 6' of field-cuttable black cloth cord. Includes (1) E26 medium base 60 watt or equivalent Squirrel Cage lamp. Dimmable with a standard incandescent dimmer. 120v.",,,
LINE VOLTAGE PENDANTS,Loft Grande,LP875-102,"A characteristic ribbed metal shade and metallic cage combine in this stylized and elevated interpretation of industrial high bay lighting to create an amazing large-scale statement pendant light. Rubberized paint on the spun-metal shade provides a smooth, matte finish while a choice of metallic plated cage adds a custom look with the Loft Grande pendant light from LBL Lighting.  Includes 6' of field-cuttable cloth cord. Brushed Aluminum includes black/white cloth cord; Rubberized Black includes black cloth cord; Rubberized White includes black/white cloth cord. Incandescent includes (3) E26 medium base 53 watt A19 lamps; LED includes (3) E26 base 11 watt 80 CRI 2700K LED A19 lamps. Incandescent version dimmable with a standard incandescent dimmer. LED version dimmable with an LED compatible dimmer. Consult lamp manufacturer for more information. 120v.",,,
LINE VOLTAGE PENDANTS,Loft,LP876-103,"A characteristic ribbed metal shade and metallic cage combine in this stylized and elevated interpretation of industrial high bay lighting to create an amazing large-scale statement pendant light. Rubberized paint on the spun-metal shade provides a smooth, matte finish while a choice of metallic plated cage adds a custom look with the Loft Grande pendant light from LBL Lighting.  Includes 6' of field-cuttable cloth cord. Brushed Aluminum includes black/white cloth cord; Rubberized Black includes black cloth cord; Rubberized White includes black/white cloth cord. Incandescent includes (1) E26 medium base 53 watt A19 lamp; LED includes (1) E26 base 11 watt 80 CRI 2700K LED A19 lamp. Incandescent version dimmable with a standard incandescent dimmer. LED version dimmable with an LED compatible dimmer. Consult lamp manufacturer for more information. 120v.",,,
LINE VOLTAGE PENDANTS,Malka Bowl,LP835-104,"Blending modern form with a Victorian motif in an unexpected scale yields the Malka Bowl pendant light from LBL Lighting, an impressively functional ""statement"" light fixture. A one-piece acrylic diffuser creates beautiful light while rubberized paint creates a sleek matte finish.  Includes 12' of field-cuttable cloth cord. Rubberized Charcoal Gray includes black cloth cord; Rubberized White includes black/white cloth cord. Incandescent includes (4) E26 medium base 53 watt A19 lamps; fluorescent includes (4) GX24Q-3 base 32 watt triple tube compact fluorescent lamps; LED includes (1) 40 watt 3200 lumen 80 CRI 3000K LED module. Fluorescent may also be lamped with (4) GX24Q-3 base 26 watt triple tube compact fluorescent lamps (not included). Incandescent version dimmable with a standard incandescent dimmer. LED version dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
LINE VOLTAGE PENDANTS,Malka Grande,LP836-105,"Blending modern form with a Victorian vase motif in an unexpected scale yields the Malka Grande pendant light from LBL Lighting, an impressively functional ""statement"" fixture. A one-piece acrylic diffuser creates beautiful light while rubberized paint creates a sleek matte finish.  Includes 6' of field-cuttable cloth cord. Rubberized Charcoal Gray includes black cloth cord; Rubberized White includes black/white cloth cord. Incandescent includes (4) E26 medium base 53 watt A19 lamps; fluorescent includes (3) GX24Q-3 base 32 watt triple tube compact fluorescent lamps. Fluorescent may also be lamped with (3) GX24Q-3 base 26 watt triple tube compact fluorescent lamps (not included). Incandescent version dimmable with a standard incandescent dimmer. 120v or 277v.",,,
LINE VOLTAGE PENDANTS,Malka,LP837-106,"Blending modern form with a Victorian vase motif in an unexpected scale yields the Malka pendant light from LBL Lighting, an impressively functional ""statement"" fixture. A one-piece acrylic diffuser creates beautiful light while rubberized paint creates a sleek matte finish.  Includes 6' of field-cuttable cloth cord. Rubberized Charcoal Gray includes black cloth cord; Rubberized White includes black/white cloth cord. Incandescent includes (1) E26 medium base 53 watt A19 lamp; fluorescent includes (1) GX24Q-3 base 32 watt triple tube compact fluorescent lamp. Fluorescent may also be lamped with (1) GX24Q-3 base 26 watt triple tube compact fluorescent lamps (not included). Incandescent version dimmable with a standard incandescent dimmer. 120v or 277v.",,,
LINE VOLTAGE PENDANTS,Mekanic,LP839-107,The utilitarian trouble-shooting light found in every auto repair shop in America just received a luxurious upgrade with the Mekanic pendant light from LBL Lighting. Its large scale and metallic finish combine with a downward-firing recessed LED light source for the curious impression of a lampless light fixture.  Includes 6' of field-cuttable black cloth cord. Includes (1) 8 watt 640 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.,,,
LINE VOLTAGE PENDANTS,Signal Grande,LP862-108,"Impressive scale and a graceful silhouette allow the spun metal shade’s beautiful hand-painted metallic texture and colors to take center stage with the Signal Grande pendant light from LBL Lighting. Available in 8 finish/color combinations, rubberized paint creates a flawlessly smooth exterior finish.  Includes 12' of field-cuttable black/white cloth cord. Incandescent includes (1) E26 medium base 150 watt G40 lamp; fluorescent includes (1) GX24Q-3 base 32 watt triple tube compact fluorescent lamp and glass globe diffuser; LED includes (1) E26 medium base 19 watt 80 CRI 2700K LED A21 lamp. Fluorescent may also be lamped with (1) GX24Q-3 base 26 watt triple tube compact fluorescent lamp (not included). Incandescent version dimmable with a standard incandescent dimmer. LED version dimmable with an LED compatible dimmer. Consult lamp manufacturer for more information. 120v or 277v.",,,
LINE VOLTAGE PENDANTS,Signal,LP861-109,"Inspired by vintage automobile styling of the 1940’s, the Signal Grande pendant light from LBL Lighting offers unexpected metallic texture and color when viewed from below. Available in 8 finish/color combinations, spun metal shades utilize rubberized paint to create a flawlessly smooth look.  Includes 6' of field-cuttable black/white cloth cord. Incandescent includes (1) E26 medium base 53 watt A19 lamp; fluorescent includes (1) GX24Q-3 base 32 watt triple tube compact fluorescent lamp; LED includes (1) E26 medium base 11 watt 80 CRI 2700K LED A19 lamp. Fluorescent may also be lamped with (1) GX24Q-3 base 26 watt triple tube compact fluorescent lamp (not included). Incandescent version dimmable with a standard incandescent dimmer. LED version dimmable with an LED compatible dimmer. Consult lamp manufacturer for more information. 120v or 277v.",,,
LINE VOLTAGE PENDANTS,Sphere,LP849-110,Echoes of large white glass globes common in 1950’s décor are present in this modern yet miniature LED interpretation.  Featuring a unique crisscross patterned die cast aluminum heat sink and an optional warm color dimming LED module which gradually changes color from 3000K to 2200K as the Sphere pendant light from LBL Lighting dims to mimic halogen.  Includes 6' of field-cuttable cord. Rubberized Black includes Black cloth cord, Rubberized White includes White cloth cord, Satin Nickel includes Clear cord. Includes (1) 14.5 watt 1000 lumen 90 CRI 3000K or Warm Color Dimming 90 CRI 3000K-2200K LED module. Dimmable with a low-voltage electronic dimmer. 120v.,
